,Date,model://CME_NYMEX_WCC/US.NYMEX.CME.REGULAR.FUT.WCC.2013M09/SETTLE/ALL,model://CMENYMWCC_REL/US.NYMEX.CME.REGULAR.FUT.WCC.M11/SETTLE/ALL,observation_list
279,2011-10-18,17.75,-18.5,False
