,Date,model://CME_NYMEX_ALI/US.CEC.CME.REGULAR.FUT.ALI.2018M06/SETTLE/ALL,model://CMENYMALI_REL/US.CEC.CME.REGULAR.FUT.ALI.M00/SETTLE/ALL,Score_diff
1,2018-06-04,2305,2305,True
